area_code,area,item_code,item,element,year,unit,value,_source,_domain
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2013,kcal/cap/d,43.08,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2014,kcal/cap/d,58.62,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2015,kcal/cap/d,63.07,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2016,kcal/cap/d,54.83,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2017,kcal/cap/d,47.31,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2018,kcal/cap/d,54.89,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2019,kcal/cap/d,57.5,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2020,kcal/cap/d,53.42,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2021,kcal/cap/d,56.38,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply (kcal/capita/day),2022,kcal/cap/d,67.91,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2010,kg/cap,36.2,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2011,kg/cap,35.96,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2012,kg/cap,35.99,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2013,kg/cap,35.74,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2014,kg/cap,48.63,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2015,kg/cap,52.32,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2016,kg/cap,45.48,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2017,kg/cap,39.25,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2018,kg/cap,45.53,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2019,kg/cap,47.7,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2020,kg/cap,44.31,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2021,kg/cap,46.77,bulk,FBS_BULK
'084,Belize,2656,Beer,Food supply quantity (kg/capita/yr),2022,kg/cap,56.34,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2010,kcal/cap/d,51.48,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2011,kcal/cap/d,51.34,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2012,kcal/cap/d,51.25,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2013,kcal/cap/d,51.03,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2014,kcal/cap/d,54.71,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2015,kcal/cap/d,38.74,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2016,kcal/cap/d,58.21,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2017,kcal/cap/d,37.21,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2018,kcal/cap/d,58.55,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2019,kcal/cap/d,52.25,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2020,kcal/cap/d,53.42,bulk,FBS_BULK
'084,Belize,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2021,kcal/cap/d,38.76,bulk,FBS_BULK
